Artist,Title,Popularity,Duration_ms,Album,Danceability,Acousticness,Energy,Liveness,Loudness,Valence,Tempo,Speechiness,Artist_Popularity,Artist_Genres,Artist_Followers,Artist_Country,Artist_Song,Song_ID
Sia,THE GIRL YOU LOST TO COCAINE,35,160240,Some People Have REAL Problems,0.669,0.00922,0.693,0.0614,-5.018,0.523,110.392,0.0451,86,pop,28927943,Unknown,Sia - THE GIRL YOU LOST TO COCAINE,5659
Tokio Hotel,DON'T JUMP,41,248093,Scream,0.396,0.0026,0.682,0.0785,-4.184,0.16,162.733,0.0284,64,german pop rock,1117710,Unknown,Tokio Hotel - DON'T JUMP,5660
Timbaland feat. Keri Hilson & Nicole Scherzinger,SCREAM,45,341160,Shock Value,0.705,0.0127,0.783,0.146,-4.246,0.25,97.328,0.0849,80,"dance pop, pop, pop rap",3019313,Unknown,Timbaland feat. Keri Hilson & Nicole Scherzinger - SCREAM,5661
Bart Claessen,CATCH ME (PLAYMO),24,191638,Catch Me (Playmo),0.537,0.000231,0.97,0.343,-5.559,0.479,138.992,0.0817,26,dutch trance,3661,Unknown,Bart Claessen - CATCH ME (PLAYMO),5662
Rihanna feat. Ne-Yo,HATE THAT I LOVE YOU,19,238613,Good Girl Gone Bad: The Remixes,0.631,0.00133,0.906,0.356,-3.825,0.585,121.982,0.0287,92,"barbadian pop, pop, urban contemporary",63753126,Unknown,Rihanna feat. Ne-Yo - HATE THAT I LOVE YOU,5663
Armin van Buuren & DJ Shah feat. Chris Jones,GOING WRONG,35,336413,Imagine,0.645,0.00776,0.57,0.0976,-9.127,0.737,132.007,0.041,76,"dutch house, dutch trance, edm, pop dance, progressive house, trance",4435720,Unknown,Armin van Buuren & DJ Shah feat. Chris Jones - GOING WRONG,5664
Kelly Rowland,WORK,38,191026,Playlist: The Very Best Of Kelly Rowland,0.754,0.0521,0.86,0.372,-6.73,0.848,102.808,0.0382,70,"atl hip hop, dance pop, hip pop, r&b, urban contemporary",3519300,Unknown,Kelly Rowland - WORK,5665
Eva Jane,SPINNING AROUND,0,411133,Spinning Around,0.816,0.000798,0.868,0.0282,-4.372,0.687,127.981,0.0551,0,,26,Unknown,Eva Jane - SPINNING AROUND,5666
The Kooks,ALWAYS WHERE I NEED TO BE,58,161720,Konk,0.331,0.000146,0.961,0.322,-4.627,0.882,168.355,0.0663,69,"brighton indie, garage rock, modern rock, rock",2584078,Unknown,The Kooks - ALWAYS WHERE I NEED TO BE,5667
H Two O feat. Platnum,WHAT'S IT GONNA BE,52,207476,What's It Gonna Be (feat. Platnum),0.733,0.0085,0.9,0.151,-4.758,0.937,139.61,0.0341,39,uk garage,4701,Unknown,H Two O feat. Platnum - WHAT'S IT GONNA BE,5668
Krezip,EVERYBODY'S GOTTA LEARN SOMETIME,34,267000,Plug It In,0.584,0.226,0.367,0.244,-9.455,0.17,77.043,0.027,51,"dutch pop, dutch rock",117909,Unknown,Krezip - EVERYBODY'S GOTTA LEARN SOMETIME,5669
OneRepublic,STOP AND STARE,58,223853,Dreaming Out Loud,0.492,0.0659,0.859,0.0756,-4.274,0.251,92.474,0.0332,84,"piano rock, pop",17630347,Unknown,OneRepublic - STOP AND STARE,5670
Yes-R,UIT ELKAAR,51,203133,Uit Elkaar,0.669,0.355,0.669,0.105,-8.135,0.566,169.746,0.132,47,dutch hip hop,61179,Unknown,Yes-R - UIT ELKAAR,5671
Dash Berlin,TILL THE SKY FALLS DOWN,52,230146,The New Daylight (Radio Versions),0.663,0.00522,0.668,0.0689,-7.733,0.451,131.966,0.0479,63,"big room, dutch house, dutch trance, edm, pop dance, progressive electro house, progressive house, trance, uplifting trance",563821,Unknown,Dash Berlin - TILL THE SKY FALLS DOWN,5672
Lenny Kravitz,I'LL BE WAITING,50,259186,It Is Time For A Love Revolution,0.677,0.0736,0.452,0.0969,-6.468,0.595,72.779,0.0332,73,"permanent wave, rock",3384180,Unknown,Lenny Kravitz - I'LL BE WAITING,5673
Alicia Keys,LIKE YOU'LL NEVER SEE ME AGAIN,52,315360,As I Am (Expanded Edition),0.562,0.173,0.657,0.102,-8.074,0.266,127.808,0.0315,81,"neo soul, pop, r&b",12226583,Unknown,Alicia Keys - LIKE YOU'LL NEVER SEE ME AGAIN,5674
Anouk,I DON'T WANNA HURT,39,212906,Who's Your Momma,0.476,0.603,0.479,0.103,-7.272,0.219,79.346,0.0348,54,"dutch pop, dutch rock",378335,Unknown,Anouk - I DON'T WANNA HURT,5675
Snoop Dogg,SENSUAL SEDUCTION,53,245520,Sensual Seduction,0.756,0.003,0.829,0.0578,-3.973,0.504,120.163,0.0682,84,"g funk, gangster rap, hip hop, pop rap, rap, west coast rap",13061105,Unknown,Snoop Dogg - SENSUAL SEDUCTION,5676
Kylie,IN MY ARMS,31,210960,X,0.461,0.000727,0.952,0.376,-3.923,0.534,128.052,0.0471,75,"australian dance, australian pop, dance pop, eurodance, new wave pop",2092946,Unknown,Kylie - IN MY ARMS,5677
